canonical_entity,canonical_entity_id,source_sheet,source_row,source_legal_ids,instrument_number,title,issuing_authority,release_date,effective_date,subject,related_is_text,implementation_instructions,document_url,source_url
LEGAL,LEGAL-00074,,12,CIRC-09 Mar 2026-8650623178944406798,,"Guidelines for Implementation of Extended Reality Products (Augmented Reality, Virtual Reality, Mixed Reality etc.) as per IS/IEC 62368-1:2023",Bureau of Indian Standards (BIS),2026-03-09,,"Guidelines for Implementation of Extended Reality Products (Augmented Reality, Virtual Reality, Mixed Reality etc.) as per IS/IEC 62368-1:2023",IS 13252 (Part 1) | IS 13252 (Part1) | IS 13252(Part1) | IS 616,"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: Reg/ IS/IEC 62368-1:2023/Guidelines/02 09 March 2026 Subject: Guidelines for Implementation of Extended Reality Products (Augmented Reality, Virtual Reality, Mixed Reality etc.) as per IS/IEC 62368-1:2023 pursuant to MeitY’s Notification dated 29 October 2025 under the Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021. Implementation guidelines for the said product category are as follows: A. Licences granted for the product Extended Reality Products (Augmented Reality, Virtual Reality, Mixed Reality etc.) 1) All licensees shall implement the IS/IEC 62368-1:2023 by the last date of concurrent running i.e. Beyond the last date of concurrent running, no licence shall be operative where compliance to IS/IEC 62368-1:2023 has not been ensured by the licensee. 2) Licensees shall ensure conformance to IS/IEC 62368-1:2023 through submission of complete test Report(s) issued by BIS recognized laboratory for all lead model(s) as per IS/IEC 62368-1:2023, in their scope of licence which had been previously tested as per IS 13252 (Part1):2010 or IS 616:2017 by submission of the test report through Standard Revision/Amendment/ Essential Requirement provision available at their login ids. 3) Further, the licensees shall provide an undertaking stating that requirements of IS/IEC 62368- 1:2023 have been implemented in other existing series model(s) which are in the scope of the licence. In this regard, reference shall be made to the series guidelines issued by MeitY. 4) If the licensee fails to complete all actions by the last date of concurrent running i.e. 5) On successful implementation of the IS/IEC 62368-1:2023, BIS shall issue a letter indicating all the model(s) for which the compliance has been successfully established. Processing of Applications as per the old standard shall be permitted only up to the last date of concurrent running i.e.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Guidelines_for_Implementation_of_Extended_Reality_Products_(AugmentedReality_VirtualReality_MixedReality_etc).pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00075,,13,CIRC-24 Feb 2026-6874830530865231975,,Guidelines for implementation of IS 16102 (Part 1):2026,Bureau of Indian Standards (BIS),2026-02-24,2026-08-02,Guidelines for implementation of IS 16102 (Part 1):2026,IS 16102 (Part 1) | is 02,"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16102 (Part 1) 24 Feb 2026 Subject: Guidelines for implementation of IS 16102 (Part 1):2026 1. The last date of concurrent running of both the Indian Standards is 02 August 2026 after which the existing IS 16102 (Part 1): 2012 shall stand withdrawn. The guidelines for implementation of the revised IS 16102 (Part 1):2026 is given below: A. For existing licensees: (i) All existing licensees shall implement the revised standard IS 16102 (Part 1): 2026 by the last date of implementation, that is, 02 August 2026. Beyond the last date of implementation of IS 16102 (Part 1): 2026, no licence shall be operative where compliance to IS 16102 (Part 1): 2026 has not been ensured by the licensee. (ii) Existing licensees shall ensure conformance to IS 16102 (Part 1): 2026 through submission of complete test Report(s) issued by BIS recognized laboratory for all lead model(s) covered in their scope of licence which had been previously tested as per IS 16102 (Part 1): 2012. (iii) Further, the licensees shall provide an undertaking stating that requirements of IS 16102 (Part 1): 2026 have been implemented in other existing series model(s) which are in the scope of the licence. (iv) If the licensee fails to complete all actions by the last date of implementation of IS 16102 (Part 1): 2026, cancellation of the licence/ deletion of model from scope of the licence may be initiated. Processing of Applications as per old standard shall be permitted only up to the last date of implementation of IS 16102 (Part 1): 2026. For such cases, the applicant shall give a declaration that they will implement the revised standard by the last date of implementation of IS 16102 (Part 1): 2026.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS_16102_Part_1_guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00101,,14,CIRC-10 Feb 2026-8555168662991594538,,Guidelines for verification of rated capacity for portable sealed secondary Lithium Cells and Batteries,Bureau of Indian Standards (BIS),2026-02-10,,Guidelines for verification of rated capacity for portable sealed secondary Lithium Cells and Batteries,IS 16046 (Part 2) | IS 16046(Part 2) | IS 16046 | IS 16047 (Part 3) | IS 16047 | IS 16047,"Accordingly, rated capacity for sealed secondary Lithium cells and batteries shall be measured in accordance with the test method for rated capacity specified in clause 7.3.1 of IS 16047: part3, and shall be reported for compliance under IS 16046(Part 2)” (Copy of the OM issued by MeitY is attached as Annexure to this circular). In order to operationalize the above requirement mandated by MeitY, following implementation guidelines shall be followed. Implementation guidelines is as follows: Portable sealed secondary Lithium Cells and Batteries as per IS 16046 (Part 2):2018/ IEC 62133-2:2017 shall undergo verification of rated capacity as per clause 7.3.1 of IS 16047 (Part 3):2018/IEC 61960-3: 2017 (Discharge performance at 20 deg C [rated capacity]) A. For existing licensees: (i) All existing licensees having validity of their licence upto 30 April 2027 for Portable sealed secondary Lithium cells and batteries as per IS 16046 (Part 2): 2018/IEC 62133-2: 2017 shall also ensure compliance to clause 7.3.1 of IS 16047 (Part 3):2018/IEC 61960-3: 2017 by 30 April 2027. (ii) All existing licensees having validity of their licence beyond 30 April 2027 for Portable sealed secondary Lithium cells and batteries as per IS 16046 (Part 2): 2018/IEC 62133-2: 2017 shall also ensure compliance to clause 7.3.1 of IS 16047 (Part 3):2018/IEC 61960-3: 2017 by the last date of validity of their licence. (iii) Existing licensees shall ensure conformance to clause 7.3.1 of IS 16047 (Part 3):2018/IEC 61960-3: 2017 (Discharge performance at 20 deg C [rated capacity]) through submission of test Report(s) issued by third party laboratory for all lead model(s) covered under existing scope of licence. Manufacturers shall generate test request through LIMS for IS 16046 (Part 2): 2018/ IEC 62133-2: 2017 and apply online through Standard Revision/Amendment/ Essential Requirement Module. (iv) Further, the licencees shall provide an undertaking stating that the remaining models comply to clause 7.3.1 of IS 16047 (Part 3):2018/IEC 61960-3: 2017 (Discharge performance at 20 deg C [rated capacity]). (v) If the licensee fails to complete all actions by the applicable dates as indicated at Sl No. (ii) The existing applications which are under process as per IS 16046 (Part 2) shall be processed provided they give an undertaking to submit report for clause 7.3.1 of IS 16047 (Part 3):2018/IEC 61960-3: 2017 by the last date of validity of the licence.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/guidelines_for_rated_capacity.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00032,,15,CIRC-30 Jan 2026-6880767116302010253,,Extension of date of implementation of IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification',Bureau of Indian Standards (BIS),2026-01-30,2025-04-26,Extension of date of implementation of IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification',IS 18112,"BUREAU OF INDIAN STANDARDS (Registration Department) Our Ref: Reg/ IS 18112/Guidelines/06 31.07.2026 Subject: Extension of date of implementation of IS 18112 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’. The Ministry of Electronics and Information Technology (MeitY), vide Order dated 26 April 2023, notified Digital Television Receiver for Satellite Broadcast Transmission conforming to IS 18112 for mandatory BIS certification under the Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2021, with the date of implementation as 26 April 2025. The said date of implementation was subsequently extended by MeitY. The Guidelines for Implementation of IS 18112 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ were issued vide our circular ref Reg/ IS 18112/Guidelines/04 dated 14 October 2025. MeitY has now further extended the date of implementation of IS 18112 to 26 January 2027. Reg/IS 18112/Guidelines/04 dated 14 October 2025, shall now be read with the date of implementation as 26 January 2027. All other provisions of the aforesaid circular shall remain the same.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Extension_of_date_of_implementation_of_IS_18112_Digital_Television_Receiver_for_Satellite_Broadcast_Transmission_Specification.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00038,,16,CIRC-21 Jan 2026-8529201546278987379,,Extension of last date of implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020,Bureau of Indian Standards (BIS),2026-01-21,2026-02-23,Extension of last date of implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020,IS 302 (Part 1),"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 302 (Part 1) 21 January 2026 Subject: Extension of last date of implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020 1. This has reference to the guidelines for implementation of revised IS 302 (Part 1): 2024/IEC 60335-1:2020 for Adapters for Household and Similar Electrical Appliances issued vide our circular ref IS 302 (Part 1) dated 27 November 2024 with last date for implementation as 23 February 2025. Further, the last date of implementation of IS 302 (Part 1): 2024/IEC 60335-1:2020 was extended till 23 February 2026 vide our circular IS 302 (Part 1) dated 20 February 2025. It has now been decided to extend the last date of implementation of IS 302 (Part 1): 2024/IEC 60335-1:2020 till 23 February 2027.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/302_1_extension.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00036,,17,CIRC-01 Jan 2026-7834747929641972561,,Extension of last date of implementation of IS 16103 (Part 1):2025/IEC 62031: 2018,Bureau of Indian Standards (BIS),2026-01-01,2026-07-21,Extension of last date of implementation of IS 16103 (Part 1):2025 /IEC 62031: 2018,IS 16103 (Part 1),BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16103 (Part 1) 01 January 2026 Subject: Extension of last date of implementation of IS 16103 (Part 1):2025 /IEC 62031: 2018 1. This has reference to the guidelines for implementation of IS 16103 (Part 1): 2025/IEC 62031-1:2018 issued vide our circular ref IS 16103 (Part 1) dated 09 September 2025. It has now been decided to extend the last date of implementation of IS 16103 (Part 1): 2025/IEC 62031: 2018 till 21 July 2026.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/16103_Extension.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00099,,18,CIRC-30 Dec 2025-2593345095836253801,,Guidelines for transition to Revised IS/IEC 61730-1 : 2023 and IS/IEC 61730-2: 2023 from IS/IEC 61730-1 : 2016 and IS/IEC 61730-2: 2016 for Solar PV Modules,Bureau of Indian Standards (BIS),2025-12-30,,Guidelines for transition to Revised IS/IEC 61730-1 : 2023 and IS/IEC 61730-2: 2023 from IS/IEC 61730-1 : 2016 and IS/IEC 61730-2: 2016 for Solar PV Modules,IS 14286 | IS 14286 (Part 1) | IS 16077 | IS 16781 | IS 16911 | IS 17959,"For bifacial modules all tests and sequences except seq A, Fire Test MST 23, Peel Test MST 35, Screw Connection test MST 33 shall be carried out and compliance shall be demonstrated for implementation of IS/IEC 61730-2: 2023 from IS/IEC 61730-2:2016. For implementation of IS/IEC 61730-1: 2023 from IS/IEC 61730-1: 2016, the relevant verification and tests to be carried out for demonstration of compliance are given in the table at Annex A referred in Sl No. For implementation of the revised Standards IS/IEC 61730-1: 2023 and IS/IEC 61730- 2: 2023, the guidelines at Sl Nos. Existing additional BOM(s) shall be addressed by retesting as per IS/IEC TS 62915: 2023 for those tests required as per 4 above. For such models, Licensees of Solar PV Modules shall implement the revised Standards by applying online through the “Standard Revision/ Amendment/ Essential Requirement” module along with test reports issued by Third Party Testing Laboratory through online portal following due procedure. On successful implementation of the revised Standards, BIS shall issue a letter indicating all the model(s) for which the compliance has been successfully established. In such cases, should the manufacturer wish to add series models or additional BOMs as per latest Standards along with the transition, necessary samples may be submitted for testing in parallel, through generation of separate test requests (i.e. The test reports containing additional series model/ BOM as per latest standard shall carry reference of the transition test report(s). Processing (Granting) shall be done sequentially by BIS i.e. However, Licensee may also apply with reports as per IS/IEC 61730-1: 2016 and IS/IEC 61730-2: 2016 and subsequently implement the 2023 Standards in accordance with Sl No.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/issue_mod_SPV_changeover_guidelines_61730.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00037,,19,CIRC-15 Oct 2025-4218773398460549438,,Extension of last date of implementation of IS 16242 (Part 1): 2025/IEC 62040 1: 2017 +AMD1: 2021 +AMD2: 2022 CSV,Bureau of Indian Standards (BIS),2025-10-15,2026-11-19,Extension of last date of implementation of IS 16242 (Part 1): 2025 /IEC 62040 1: 2017 +AMD1: 2021 +AMD2: 2022 CSV,IS 16242 (Part 1),BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16242 (Part 1) 15 October 2025 Subject: Extension of last date of implementation of IS 16242 (Part 1): 2025 /IEC 62040- 1: 2017 +AMD1: 2021 +AMD2: 2022 CSV 1. This has reference to the guidelines for implementation of IS 16242 (Part 1): 2025/IEC 62040-1:2017 + Amd 1: 2021 +Amd 2: 2022 CSV issued vide our circular ref IS 16242 (Part 1) dated 21 August 2025 and 10 October 2025 2. It has now been decided to extend the last date of implementation of IS 16242 (Part 1): 2025/IEC 62040-1:2017 + Amd 1: 2021 +Amd 2: 2022 CSV till 19 November 2026.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS_16242_(Part_1)_Extension_Circular.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00089,,20,CIRC-14 Oct 2025-5027071802901947532,,Guidelines for Implementation of Revised IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification' (Extension_of_implementation_timelines),Bureau of Indian Standards (BIS),2025-10-14,2025-04-26,Guidelines for Implementation of Revised IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification' (Extension_of_implementation_timelines),IS 18112 | IS 1885 (Part 24) | IS 616 | is 26 | is 30,"BUREAU OF INDIAN STANDARDS (Registration Department) Our Ref: Reg/ IS 18112/Guidelines/04 14 October 2025 Subject: Guidelines for Implementation of Revised IS 18112 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ 1. MeitY, vide Order dated 26 April 2023, notified the requirements of ‘Digital Television Receiver for Satellite Broadcast Transmission’ as per IS 18112 for mandatory BIS certification in their existing Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2021 with date of implementation as 26 April 2025. The above Order was superseded by MeitY’s Order dated 20 Mar 2025, as per which the date of implementation of IS 18112 is 26 Oct 2025. In line with the above order, all Television Sets shall incorporate the requirements of 'Digital Television Receiver for Satellite Broadcast Transmission' as per IS 18112, along with the safety requirements as per IS 616:2017/IEC 60065:2014. Accordingly, Guidelines for Implementation of IS 18112:2022 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ which was issued on 24 October 2024 was subsequently revised vide circular dated 23 June 2025 considering the extension in the date of implementation provided by MeitY from 26 Apr 2025 to 26 Oct 2025 and to address cases where existing models were already having Digital Television Receiver at the time of grant of licence. Further, considering the pending publication of the revised IS 18112, the revised Guidelines allowed implementation as per IS 18112:2022 or IS 18112:2025. The last date of concurrent running of IS 18112:2022 and IS 18112:2025 is 30 Dec 2025, after which only revised IS 18112:2025 shall be applicable. Further, MeitY vide Order dated 22 September has extended the date of implementation to 26 Jan 2026. The following guidelines shall be followed for implementation of IS 18112 along with IS 616:2017/IEC 60065:2014. This Guidelines will supersede the ‘Revised Guidelines for Implementation of IS 18112: Digital Television Receiver for Satellite Broadcast Transmission Specification’ dated 23 June 2025 and 19 September 2025, and the following implementation timeline shall be applicable: Sl No.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Guidelines_for_Implementation_of_Revised_IS_18112_Digital_Television_Receiver_for_Satellite_Broadcast_Transmission_Specification(Extension_of_implementation_timelines).pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00078,,21,CIRC-10 Oct 2025-1269661503260459798,,Guidelines for implementation of IS 16242 (Part 1): 2025/IEC 62040-1: 2017 +AMD1: 2021 +AMD2: 2022 CSV,Bureau of Indian Standards (BIS),2025-10-10,,Guidelines for implementation of IS 16242 (Part 1): 2025 /IEC 62040-1: 2017 +AMD1: 2021 +AMD2: 2022 CSV,IS 16242 (Part 1),BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16242 (Part 1) 10 October 2025 Subject: Guidelines for implementation of IS 16242 (Part 1): 2025 /IEC 62040-1: 2017 +AMD1: 2021 +AMD2: 2022 CSV 1. This has reference to the guidelines for implementation of IS 16242 (Part 1):2025 /IEC 62040-1:2017 issued vide our circular ref IS 16242 (Part 1) dated 21 August 2025.,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS_16242_Circular.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00088,,22,CIRC-19 Sep 2025-6315026930661564850,,Guidelines for Implementation of Revised IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification',Bureau of Indian Standards (BIS),2025-09-19,2025-04-26,Guidelines for Implementation of Revised IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification',IS 18112 | IS 1885 (Part 24) | IS 616 | is 26 | is 30,"BUREAU OF INDIAN STANDARDS (Registration Department) Our Ref: Reg/ IS 18112/Guidelines/03 19 September 2025 Subject: Guidelines for Implementation of Revised IS 18112 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ 1. MeitY, vide Order dated 26 April 2023, notified the requirements of ‘Digital Television Receiver for Satellite Broadcast Transmission’ as per IS 18112 for mandatory BIS certification in their existing Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2021 with date of implementation as 26 April 2025. The above Order was superseded by MeitY’s Order dated 20 Mar 2025, as per which the last date of implementation of IS 18112 is 26 Oct 2025. In line with the above order, all Television Sets shall incorporate the requirements of 'Digital Television Receiver for Satellite Broadcast Transmission' as per IS 18112, along with the safety requirements as per IS 616:2017/IEC 60065:2014. Accordingly, Guidelines for Implementation of IS 18112:2022 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ which was issued on 24 October 2024 was subsequently revised vide circular dated 23 June 2025 considering the extension in the date of implementation provided by MeitY from 26 Apr 2025 to 26 Oct 2025 and to address cases where existing models were already having Digital Television Receiver at the time of grant of licence. Further, considering the pending publication of the revised IS 18112, the revised Guidelines allowed implementation as per IS 18112:2022 or IS 18112:2025. The last date of concurrent running of IS 18112:2022 and IS 18112:2025 is 30 Dec 2025, after which only revised IS 18112:2025 shall be applicable. The following guidelines shall be followed for implementation of IS 18112 along with IS 616:2017/IEC 60065:2014. This Guidelines will supersede the ‘Revised Guidelines for Implementation of IS 18112: Digital Television Receiver for Satellite Broadcast Transmission Specification’ dated 23 June 2025, and the following implementation timeline shall be applicable: Sl No. Action to be taken Date i) Last Date for Implementation of IS 18112 along with IS 616:2017/IEC 60065:2014 26 Oct 2025 ii) Last Date of Switching Over to Revised IS 18112:2025 30 Dec 2025 A.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Guidelines_for_Implementation_of_Revised_IS_18112_Digital_Television_Receiver_for_Satellite_Broadcast_Transmission_Specification.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00076,,23,CIRC-09 Sep 2025-1074641066289351076,,Guidelines for implementation of IS 16103 (Part 1):2025/IEC 62031: 2018,Bureau of Indian Standards (BIS),2025-09-09,2026-01-21,Guidelines for implementation of IS 16103 (Part 1):2025 /IEC 62031: 2018,IS 16103 (Part 1) | is 21,"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16103 (Part 1) 09 Sep 2025 Subject: Guidelines for implementation of IS 16103 (Part 1):2025 /IEC 62031: 2018 1. The last date of concurrent running of both the Indian Standards is 21 January 2026 after which the existing IS 16103 (Part 1): 2012 shall stand withdrawn. The guidelines for implementation of the revised IS 16103 (Part 1):2025 /IEC 62031: 2018 is given below: A. For existing licensees: (i) All existing licensees shall implement the revised IS 16103 (Part 1): 2025/IEC 62031: 2018 by the last date of implementation, that is, 21 January 2026. Beyond the last date of implementation of IS 16103 (Part 1): 2012, no licence shall be operative where compliance to IS 16103 (Part 1): 2025/IEC 62031: 2018 has not been ensured by the licensee. (ii) Existing licensees shall ensure conformance to IS 16103 (Part 1): 2025/IEC 62031: 2018 through submission of complete test Report(s) issued by BIS recognized laboratory for all lead model(s) covered in their scope of licence which had been previously tested as per IS 16103 (Part 1): 2012. (iii) Further, the licensees shall provide an undertaking stating that requirements of IS 16103 (Part 1): 2025/IEC 62031: 2018 have been implemented in other existing series model(s) which are in the scope of the licence. (iv) If the licensee fails to complete all actions by the last date of implementation of IS 16103 (Part 1): 2025/IEC 62031: 2018, cancellation of the licence/ deletion of model from scope of the licence may be initiated. Processing of Applications as per old standard shall be permitted only up to the last date of implementation of IS 16103 (Part 1): 2025/IEC 62031: 2018. For such cases, the applicant shall give a declaration that they will implement the revised standard by the last date of implementation of IS 16103 (Part 1): 2025/IEC 62031: 2018.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS_16103_Guidelines.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00077,,24,CIRC-21 Aug 2025-5579615632527791902,,Guidelines for implementation of IS 16242 (Part 1):2025/IEC 62040-1:2017,Bureau of Indian Standards (BIS),2025-08-21,2025-11-19,Guidelines for implementation of IS 16242 (Part 1):2025 /IEC 62040-1:2017,IS 16242 (Part 1) | is 19,"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16242 (Part 1) 21 August 2025 Subject: Guidelines for implementation of IS 16242 (Part 1):2025 /IEC 62040-1:2017 1. The last date of concurrent running of both the Indian Standards is 19 November 2025 after which the existing IS 16242 (Part 1): 2014/IEC 62040-1: 2008 shall stand withdrawn. The guidelines for implementation of the revised IS 16242 (Part 1) : 2025/IEC 62040- 1: 2017 is given below: A. For existing licencees: (i) All existing licensees shall implement the revised IS 16242 (Part 1): 2025/IEC 62040- 1: 2017 by the last date of implementation, that is, 19 November 2025. Beyond the last date of implementation of IS 16242 (Part 1): 2025/IEC 62040-1: 2017, no licence shall be operative where compliance to IS 16242 (Part 1): 2025/IEC 62040-1: 2017 has not been ensured by the licensee. (ii) Existing licensees shall ensure conformance to IS 16242 (Part 1): 2025/IEC 62040- 1: 2017 through submission of complete test Report(s) issued by BIS recognized laboratory for all lead model(s) covered in their scope of licence which had been previously tested as per IS 16242 (Part 1): 2014/IEC 62040-1: 2008. (iii) Further, the licensees shall provide an undertaking stating that requirements of IS 16242 (Part 1): 2025/IEC 62040-1: 2017 have been implemented in other existing series model(s) which are in the scope of the licence. (iv) If the licensee fails to complete all actions by the last date of implementation of IS 16242 (Part 1): 2025/IEC 62040-1: 2017, cancellation of the licence/ deletion of model from scope of the licence to be initiated. Processing of Applications as per old standard shall be permitted only up to the last date of implementation of IS 16242 (Part 1): 2025/IEC 62040-1: 2017. For such cases, the applicant shall give a declaration that they will implement the revised standard by the last date of implementation of IS 16242 (Part 1): 2025/IEC 62040-1: 2017.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/IS_16242_Part_1.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00071,,25,CIRC-11 Aug 2025-4884131926546282139,,Guidelines for implementation of Amendment No 1 to IS 16270: 2023 (Secondary cells and batteries for solar photovoltaic application - General requirements and methods of test),Bureau of Indian Standards (BIS),2025-08-11,2025-12-08,Guidelines for implementation of Amendment No 1 to IS 16270: 2023 (Secondary cells and batteries for solar photovoltaic application - General requirements and methods of test),IS 16270 | is 08,"BUREAU OF INDIAN STANDARDS Registration Department Our Ref: IS 16270 11 August 2025 Subject: Guidelines for implementation of Amendment No 1 to IS 16270: 2023 (Secondary cells and batteries for solar photovoltaic application - General requirements and methods of test) 1. The last date for implementation of the amendment is 08 December 2025. Action required by licensees having lithium batteries in the scope of the licence. Action required by licensees having secondary cells in the scope of the licence. The guidelines for implementation of the amendment is as follows: A. For existing licensees: (i) All existing licensees shall implement the amendment by 08 December 2025. (ii) The existing licensees shall ensure conformance to Amendment No. (iii) Further, the licencees shall provide an undertaking stating that requirements of IS 16270: 2023 have been implemented in other existing series model(s) which are in the scope of the licence. (iv) If the licensee fails to complete all actions by 08 December 2025, it shall be dealt with as per prevailing guidelines. Processing of Applications without amendment shall be permitted only up to 08 December 2025.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Amendment_no_1_Guidelines_Upload.pdf,https://www.crsbis.in/BIS/wtsnew.do
LEGAL,LEGAL-00134,,26,CIRC-23 Jun 2025-4229463394196829930,,Revised Guidelines for Implementation of IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification',Bureau of Indian Standards (BIS),2025-06-23,,Revised Guidelines for Implementation of IS 18112 'Digital Television Receiver for Satellite Broadcast Transmission Specification',IS 18112 | IS 616 | is 26,"Registration Department Our Ref: Registration/ IS 18112 23 June 2025 Subject: Revised Guidelines for Implementation of IS 18112 ‘Digital Television Receiver for Satellite Broadcast Transmission Specification’ 1. The last date of implementation of IS 18112 is 26 Oct 2025. The revised guidelines for implementation of IS 18112 are as follows: Existing Licensees of Televisions as per IS 616: 5. All television sets shall incorporate the requirements of 'Digital Television Receiver for Satellite Broadcast Transmission' as per IS 18112, along with the safety requirements as per IS 616:2017/IEC 60065 : 2014. All existing licensees must apply for an inclusion as per IS 18112, along with the safety requirements of IS 616:2017/IEC 60065 : 2014, as per the 'Guidelines for Change in Scope of Licence (CSoL)' under the Conformity Assessment Scheme II of Schedule II of the BIS (Conformity Assessment) Regulations, 2018. If the existing models are already having TV tuner, licensees may apply online through the “Apply for Standard Revision/Amendment/ Essential Requirement” module, along with the test report for IS 18112 keeping in view the series guidelines for Plasma/LCD/LED Televisions. The lab shall also mention the test report number of IS 616 within the IS 18112 test report, referring to the same models that comply with both IS 18112 and IS 616. After the last date of implementation i.e. If compliance outlined in these guidelines are not received for any model under the licence, the licence will be liable for cancellation after the last date of implementation i.e. Applications received as per IS 616:2017/IEC 60065: 2014 may be processed further according to the prevailing guidelines until 25 Sep 2025, i.e., one month before the last date for the implementation of IS 18112.",https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/REVISED_GUIDELINES_FOR_IMPLEMENTATION_OF_IS_18112_23JUNE2025.pdf,https://www.crsbis.in/BIS/wtsnew.do
