id,related_IS,title
,IS 17370:2020,p-ज़ाइलीन,"p-ज़ाइलीन (गुणवत्ता नियंत्रण) आदेश, 2021
(एस.ओ. 3929 (ई), दिनांक 13.09.2021)
p-ज़ाइलीन (गुणवत्ता नियंत्रण) आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 23/03/2022)
p-ज़ाइलीन (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022)
p-ज़ाइलीन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1239(ई), दिनांक 15/03/2023)
p-ज़ाइलीन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1111(ई), दिनांक 06 मार्च 2024
p-ज़ाइलीन (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4173(ई), दिनांक 23 सितम्बर 2024
p-ज़ाइलीन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1252(ई), दिनांक 19 मार्च 2025
p-ज़ाइलीन (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त किया गया
एस.ओ. 5527(ई), दिनांक 01 दिसम्बर 2025"
,IS 14434:1998,पॉलीकार्बोनेट,"पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2021
(एस.ओ. 3930(ई), दिनांक 13.09.2021)
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 10/03/2022)
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022)
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1122(ई), दिनांक 09/03/2023)
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1109(ई), दिनांक 06 मार्च 2024
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 3953(ई), दिनांक 17 सितम्बर 2024
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1128(ई), दिनांक 11 मार्च 2025
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 4176(ई), दिनांक 16 सितम्बर 2025
पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त किया गया
एस.ओ. 5142(ई), दिनांक 12 नवम्बर 2025"
,IS 17397 (भाग 1) : 2020 / ISO 16365-1 : 2014,पॉलीयूरीथेन,"पॉलीयूरीथेन (गुणवत्ता नियंत्रण) आदेश, 2021
(एस.ओ. 3931(ई), दिनांक 13.09.2021)
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 07/01/2022)
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 23/03/2022)
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) तृतीय संशोधन आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022)
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1238(ई), दिनांक 15/03/2023)
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1112(ई), दिनांक 06 मार्च 2024
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4172(ई), दिनांक 23 सितम्बर 2024
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1253(ई), दिनांक 19 मार्च 2025
पॉलीयूरीथेन (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त किया गया
एस.ओ. 5141(ई), दिनांक 12 नवम्बर 2025"
,IS 17442:2020,विनाइल क्लोराइड मोनोमर,"विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 3932(ई), दिनांक 13.09.2021)
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2021
(संशोधन आदेश, दिनांक 25/02/2022)
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 10/03/2022)
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) तृतीय संशोधन आदेश, 2022
(विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022)
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1123(ई), दिनांक 09/03/2023)
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1110(ई), दिनांक 06 मार्च 2024
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 3937(ई), दिनांक 13 सितम्बर 2024
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1127(ई), दिनांक 11 मार्च 2025
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 4175(ई), दिनांक 16 सितम्बर 2025
विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2020 को निरस्त किया गया
एस.ओ. 5532(ई), दिनांक 01 दिसम्बर 2025"
246.,IS 17450 : 2020,"1,3 फिनाइलीनडायमीन","40. 1,3 फिनाइलीनडायमीन (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1960(ई), दिनांक 27/04/2022)"
,IS 10931 : 1984,लॉरिक अम्ल,"लॉरिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1961(ई), दिनांक 27/04/2022)
लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022)
लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1864(ई), दिनांक 24/04/2023)
लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 4608(ई), दिनांक 19 अक्टूबर 2023)
लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1136(ई), दिनांक 07 मार्च 2024
लॉरिक अम्ल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4611(ई), दिनांक 22 अक्टूबर 2024
लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1870(ई), दिनांक 25 अप्रैल 2025
लॉरिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया
एस.ओ. 4780(ई), दिनांक 22 अक्टूबर 2025"
,IS 12029 : 1986,अम्ल तेल,"अम्ल तेल (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1961(ई), दिनांक 27/04/2022)
अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022)
अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1865(ई), दिनांक 24/04/2023)
अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 4609(ई), दिनांक 19 अक्टूबर 2023)
अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1137(ई), दिनांक 07 मार्च 2024
अम्ल तेल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4612(ई), दिनांक 22 अक्टूबर 2024
अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1871(ई), दिनांक 25 अप्रैल 2025
अम्ल तेल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया
एस.ओ. 4781(ई), दिनांक 22 अक्टूबर 2025"
,IS 12067 : 1987,पाम फैटी अम्ल,"पाम फैटी अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1961(ई), दिनांक 27/04/2022)
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022)
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1866(ई), दिनांक 24/04/2023)
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 4610(ई), दिनांक 19 अक्टूबर 2023)
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1138(ई), दिनांक 07 मार्च 2024
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4613(ई), दिनांक 22 अक्टूबर 2024
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1872(ई), दिनांक 25 अप्रैल 2025
पाम फैटी अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया
एस.ओ. 4782(ई), दिनांक 22 अक्टूबर 2025"
,IS 12068 :1987,राइस ब्रान फैटी एसिड,"राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1961(ई), दिनांक 27/04/2022)
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022)
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1867(ई), दिनांक 24/04/2023)
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 4611(ई), 19 अक्टूबर 2023)
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1139(ई), दिनांक 07 मार्च 2024
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4614(ई), दिनांक 22 अक्टूबर 2024
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1873(ई), दिनांक 25 अप्रैल 2025
राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया
एस.ओ. 4783(ई), दिनांक 22 अक्टूबर 2025"
,IS 12069 : 1987,नारियल फैटी एसिड,"नारियल फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1961(ई), दिनांक 27/04/2022)
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022)
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1868(ई), दिनांक 24/04/2023)
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 4612(ई), 19 अक्टूबर 2023)
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 1140(ई), दिनांक 07 मार्च 2024
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024
एस.ओ. 4615(ई), दिनांक 22 अक्टूबर 2024
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025
एस.ओ. 1874(ई), दिनांक 25 अप्रैल 2025
नारियल फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया
एस.ओ. 4784(ई), दिनांक 22 अक्टूबर 2025"
247.,IS 12124 : 1987,रबरसीड फैटी एसिड,"41. रबरसीड फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022
(एस.ओ. 1961(ई), दिनांक 27/04/2022)"
रसोई उपकरण,
248.,IS 302 (भाग 2 / अनुभाग 14),हाथ से चलने वाला ब्लेंडर,"42. भारतीय मानक ब्यूरो रसोई उपकरण (गुणवत्ता नियंत्रण) आदेश, 2018
एस.ओ. 5243(ई), दिनांक 10 अक्टूबर 2018"
249.,IS 4250,घरेलू विद्युत फूड मिक्सर (लिक्विडाइज़र एवं ग्राइंडर) तथा सेंट्रीफ्यूगल जूसर
एलपीजी के साथ उपयोग हेतु घरेलू जल हीटर,
250.,IS 15558,द्रवीकृत पेट्रोलियम गैस के साथ उपयोग हेतु तात्कालिक घरेलू जल हीटर,"43. भारतीय मानक ब्यूरो द्वारा द्रवीकृत पेट्रोलियम गैस के साथ उपयोग हेतु घरेलू जल हीटर (गुणवत्ता नियंत्रण) आदेश, 2018
एस.ओ. 5244(ई), दिनांक 10 अक्टूबर 2018"
"एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण"
251.,IS 1391 (भाग-1): 2017,रूम एयर कंडीशनर — विनिर्देशन भाग 1: यूनिटरी एयर कंडीशनर,"44. एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) आदेश, 2019
एस.ओ. 4354(ई), दिनांक 05 दिसंबर 2019
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
(एस.ओ. 1518(ई), दिनांक 18 मई 2020)
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021 एस.ओ. 5095(ई), दिनांक 08 दिसंबर 2021
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (एस.ओ. 5972(ई), दिनांक 21/12/2022)
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 32(ई), दिनांक 29 दिसंबर 2023)
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 695(ई), दिनांक 11 फरवरी 2025
एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025"
252.,IS 1391 (भाग-2): 2018,रूम एयर कंडीशनर — विनिर्देशन भाग 2: स्प्लिट एयर कंडीशनर
253.,IS 8148:2018,डक्टेड एवं पैकेज एयर कंडीशनर
254.,IS 11329:2018,रूम एयर कंडीशनर हेतु फिन्ड प्रकार का हीट एक्सचेंजर
255.,IS 10617:2018,"हर्मेटिक कंप्रेसर
हर्मेटिक कंप्रेसर — विनिर्देशन"
प्लग एवं सॉकेट-आउटलेट तथा सक्रिय ऊर्जा हेतु प्रत्यावर्ती धारा प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर
256.,IS 1293 : 2005,रेटेड वोल्टेज 250 वोल्ट तक तथा रेटेड धारा 16 एम्पीयर तक के प्लग एवं सॉकेट-आउटलेट,"प्लग एवं सॉकेट-आउटलेट तथा सक्रिय ऊर्जा हेतु प्रत्यावर्ती धारा प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर (गुणवत्ता नियंत्रण) आदेश, 2019
एस.ओ. 4353(ई), दिनांक 04 दिसंबर 2019
प्लग एवं सॉकेट-आउटलेट तथा सक्रिय ऊर्जा हेतु प्रत्यावर्ती धारा प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
(एस.ओ. 1517(ई), दिनांक 18 मई 2020)
45. प्लग एवं सॉकेट-आउटलेट तथा ए.सी. प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर (सक्रिय ऊर्जा) (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित"
257.,IS 15884:2010,सक्रिय ऊर्जा के लिए प्रत्यावर्ती धारा प्रत्यक्ष रूप से जुड़े स्थैतिक प्रीपेमेंट मीटर (क्लास 1 और 2)
तरलीकृत पेट्रोलियम गैस के उपयोग हेतु घरेलू गैस चूल्हे
258.,IS 4246: 2002,तरलीकृत पेट्रोलियम गैस के उपयोग हेतु घरेलू गैस चूल्हे,"46. तरलीकृत पेट्रोलियम गैस के उपयोग हेतु घरेलू गैस चूल्हे (गुणवत्ता नियंत्रण) आदेश, 2019
अधिसूचना सं. S.O. 4345(E) दिनांक 03 दिसंबर, 2019"
पारदर्शी फ्लोट ग्लास
259.,IS 14900: 2018,पारदर्शी फ्लोट ग्लास,"पारदर्शी फ्लोट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2019
(अधिसूचना सं. S.O. 03 (E) दिनांक 31/12/2019)
पारदर्शी फ्लोट ग्लास (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020
(अधिसूचना सं. S.O. 2016(E) दिनांक 23/06/2020)
47. पारदर्शी फ्लोट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित
(अधिसूचना सं. S.O. 1928 (E) दिनांक 17.05.2021)"
घरेलू प्रेशर कुकर
260.,IS 2347:2017,घरेलू प्रेशर कुकर,"48. घरेलू प्रेशर कुकर (गुणवत्ता नियंत्रण) आदेश, 2020
(अधिसूचना सं. S.O. 294 (E) दिनांक 21/01/2020)
घरेलू प्रेशर कुकर (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020
(अधिसूचना सं. S.O. 2019(E) दिनांक 23/06/2020)"
केबल्स
261.,IS 1554 (भाग 1) : 1988,1100 वोल्ट तक एवं सहित कार्यरत वोल्टेज हेतु पीवीसी इंसुलेटेड (हेवी ड्यूटी) विद्युत केबलों का विनिर्देशन – भाग 1,"49. केबल्स (गुणवत्ता नियंत्रण) आदेश, 2020
(अधिसूचना सं. S.O. 294 (E) दिनांक 21/01/2020)"
262.,IS 1554 (भाग 2) : 1988,"पीवीसी इंसुलेटेड (हेवी ड्यूटी) विद्युत केबलों का विनिर्देशन – भाग 2, 3.3 केवी से 11 केवी तक एवं सहित कार्य वोल्टेज हेतु"
263.,IS 7098 (भाग 1) : 1988,"क्रॉस-लिंक्ड पॉलीइथिलीन इंसुलेटेड पीवीसी शीथ्ड केबलों का विनिर्देशन – भाग 1, 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु"
264.,IS 7098 (भाग 2) : 2011,"क्रॉस-लिंक्ड पॉलीइथिलीन इंसुलेटेड थर्मोप्लास्टिक शीथ्ड केबल – विनिर्देशन भाग 2, 3.3 केवी से 33 केवी तक एवं सहित कार्य वोल्टेज हेतु"
265.,IS 7098 (भाग 3) : 1993,"क्रॉस-लिंक्ड पॉलीइथिलीन इंसुलेटेड थर्मोप्लास्टिक शीथ्ड केबल – भाग 3, 66 केवी से 220 केवी तक एवं सहित कार्य वोल्टेज हेतु"
266.,IS 14255 : 1995,एरियल बंच्ड केबल – 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु – विनिर्देशन
267.,IS 9968 (भाग 2) : 2002,"इलास्टोमर इंसुलेटेड केबलों का विनिर्देशन – भाग 2, 3.3 केवी से 33 केवी तक एवं सहित कार्य वोल्टेज हेतु"
268.,IS 8784 : 1987,थर्मोकपल प्रतिपूरक केबलों का विनिर्देशन
269.,IS 9857 : 1990,वेल्डिंग केबल – विनिर्देशन
270.,IS 14494 : 2019,खानों में उपयोग हेतु इलास्टोमर इंसुलेटेड लचीले केबल – विनिर्देशन
271.,IS 2593 : 1984,खनिकों की कैप-लैंप हेतु लचीले केबलों का विनिर्देशन
272.,IS 5950 : 1984,शॉट फायरिंग केबलों का विनिर्देशन (शाफ्ट्स के अतिरिक्त उपयोग हेतु)
273.,IS 17048 : 2018,हैलोजन मुक्त अग्नि प्रतिरोधी (HFFR) केबल – 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु – विनिर्देशन
तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़
274.,IS 9573 (भाग 1) : 2017,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ – विनिर्देशन भाग 1 (औद्योगिक उपयोग),"50. तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ (गुणवत्ता नियंत्रण) आदेश, 2020
(अधिसूचना सं. S.O. 478(E) दिनांक 28 जनवरी 2020)"
275.,IS 9573 (भाग 2) : 2017,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ – विनिर्देशन भाग 2 (घरेलू एवं वाणिज्यिक उपयोग)
एल्युमिनियम फॉयल
276.,IS 15392,खाद्य पैकेजिंग हेतु एल्युमिनियम एवं एल्युमिनियम मिश्र धातु की नंगी फॉयल,"51. एल्युमिनियम फॉयल (गुणवत्ता नियंत्रण) आदेश, 2020
(अधिसूचना सं. S.O. 687(E) दिनांक 13/02/2020)"
गैर-विद्युत खिलौने
277.,IS 9873 (भाग 1) : 2018,खिलौनों की सुरक्षा – भाग 1: यांत्रिक एवं भौतिक गुणों से संबंधित सुरक्षा पहलू,"52. खिलौने (गुणवत्ता नियंत्रण) आदेश, 2020
(अधिसूचना सं. S.O. 853(E) दिनांक 25 फरवरी 2020)
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
अधिसूचना सं. S.O. 4277(E), दिनांक 01 अक्टूबर 2024"
,आईएस 9873 (भाग 2) : 2017,खिलौनों की सुरक्षा भाग 2 ज्वलनशीलता।
,आईएस 9873 (भाग 3) : 2017,खिलौनों के लिए सुरक्षा आवश्यकताएँ भाग 3 कुछ तत्वों का प्रवासन।
,आईएस 9873 (भाग 4) : 2017,"खिलौनों की सुरक्षा भाग 4 झूले, स्लाइड तथा समान गतिविधि वाले खिलौने, जो घरेलू उपयोग हेतु इनडोर एवं आउटडोर उपयोग के लिए हैं।"
,आईएस 9873 (भाग 7) : 2017,खिलौनों की सुरक्षा भाग 7 फिंगर पेंट्स के लिए आवश्यकताएँ एवं परीक्षण विधियाँ।
,आईएस 9873 (भाग 9) : 2017,खिलौनों की सुरक्षा भाग 9 खिलौनों एवं बच्चों के उत्पादों में कुछ फ्थेलेट एस्टर।
विद्युत खिलौने
278.,आईएस 15644 : 2006,विद्युत खिलौनों की सुरक्षा।,"खिलौने (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 853(ई), दिनांक 25 फरवरी 2020)
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020

खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020

खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 4277(ई), दिनांक 01 अक्टूबर 2024"
समतल पारदर्शी शीट ग्लास
279.,आईएस 2835 : 1987,समतल पारदर्शी शीट ग्लास।,"समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 738(ई), दिनांक 14 फरवरी 2020)
समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020
(एस.ओ. 2017(ई), दिनांक 23/06/2020)
53. समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित
(एस.ओ. 4144(ई), दिनांक 7 अक्टूबर 2021)"
सुरक्षा काँच
280.,आईएस 2553 (भाग 1) : 2018,"सुरक्षा काँच – विनिर्देशन भाग 1 वास्तुकला, भवन एवं सामान्य उपयोग।","54. सुरक्षा काँच (गुणवत्ता नियंत्रण) आदेश, 2020
(एस.ओ. 1045(ई), दिनांक 12 मार्च 2020)
सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020
(एस.ओ. 2018(ई), दिनांक 23/06/2020)
सुरक्षा काँच (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020
(एस.ओ. सं. 3190(ई), दिनांक 18/09/2020)

सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021

सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022
(एस.ओ. सं. 620(ई), दिनांक 10/02/2022)

सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023
(एस.ओ. 1431(ई), दिनांक 24 मार्च 2023)"
281.,आईएस 2553 (भाग 2) : 2019,सुरक्षा काँच – विनिर्देशन भाग 2 सड़क परिवहन हेतु।
बुने हुए बोरे,
282.,आईएस 14887 : 2014,वस्त्र – 50 किलोग्राम खाद्यान्न की पैकेजिंग हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे,"55. वस्त्र – उच्च घनत्व पॉलीइथिलीन एवं पॉलीप्रोपाइलीन बुने हुए बोरे (पैकेजिंग या भरने हेतु) (गुणवत्ता नियंत्रण) आदेश, 2020
    एस.ओ. 1403(ई), दिनांक 23 अप्रैल 2020"
283.,आईएस 16208 : 2015,"वस्त्र – 10 किलोग्राम, 15 किलोग्राम, 20 किलोग्राम, 25 किलोग्राम एवं 30 किलोग्राम खाद्यान्न की पैकेजिंग हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे"
284.,आईएस 14968 : 2015,वस्त्र – 50 किलोग्राम / 25 किलोग्राम चीनी की पैकेजिंग हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे
285.,आईएस 14252 : 2015,वस्त्र – रेत भरने हेतु उच्च घनत्व पॉलीइथिलीन (एचडीपीई) / पॉलीप्रोपाइलीन (पीपी) बुने हुए बोरे
बटरफ्लाई वाल्व
