hm_id,centre_name,centre_code,hallmarking_entity_type,address,city,district,state,pin,recognition_status,recognition_status_original,recognition_status_raw,validity,validity_date,suspended_cancelled_date,region,centre_type,hallmarking_scope,services,source_url,source_reference_label,source_centre_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
HM-01903,M/S SHREEM HALLMARKING CENTRE,WRO/RAHC/R-400851,,"76, CELLAR, SHAH CHAMBERS, SETH NI POLE,RATAN POLE, AHMEDABAD, AHMEDABAD, AHMEDABAD G.P.O., GUJARAT ,380001",AHMEDABAD G.P.O,AHMEDABAD,GUJARAT,380001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 14/11/2022,,2022-11-14,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400851,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:577,CANONICAL,0,,,,16,76.19
HM-01904,SHREE LAXMINARAYAN HALLMARKING CENTRE,WRO/RAHC/R-400852,,"SHOP NO.FF-3, 5TH FLOOR, SWEET HOME SYMPHONY BUILDING,NEAR RAILWAY OVER BRIDGE, MARGAO, SOUTH GOA, MARGAO, GOA ,403601",MARGAO,SOUTH GOA,GOA,403601,CANCELLED,CANCELLED,CANCELLED,Cancelled on 17/07/2023,,2023-07-17,SRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400852,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:578,CANONICAL,0,,,,16,76.19
HM-01905,M/S SHREE RAM HALLMARKING CENTRE,WRO/RAHC/R-400854,,"ZAVERI CHAND CHAMBERS, SHAMAL BECHAR'S POLE,M G ROAD, MANDAVI, VADODARA, VADODARA, MANDVI (VADODARA), GUJARAT ,390001",MANDVI (VADODARA),VADODARA,GUJARAT,390001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 01/03/2023,,2023-03-01,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400854,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:579,CANONICAL,0,,,,16,76.19
HM-01906,JAY AMBE HALLMARK CENTER,WRO/RAHC/R-400856,,"202, 2ND FLOOR, PLOT NO. 249, WARD-12BGANDHIDHAM(KUTCH), KUTCH, GANDHIDHAM, GUJARAT ,370201",GANDHIDHAM,KUTCH,GUJARAT,370201,CANCELLED,CANCELLED,CANCELLED,Cancelled on 16/05/2024,,2024-05-16,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400856,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:580,CANONICAL,0,,,,16,76.19
HM-01907,I Goldi Hallmarking & Assaying Center,WRO/RAHC/R-400858,,"1st Floor, Office No.104, Diamond Plaza,Rampura Main Road, Near Patidar Samaj Bhavan,, SURAT, SURAT, GUJARAT ,395003",SURAT,SURAT,GUJARAT,395003,ACTIVE,ACTIVE,Operative,11/01/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400858,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1440,CANONICAL,0,,,,14,66.67
HM-01908,SHREE ADINATH LAB,WRO/RAHC/R-400859,,"1723/A2, FIRST & SECOND FLOORSARAF BAZAR BHAVANI PETH, JALGAON, JALGAON, MAHARASHTRA ,425001",JALGAON,JALGAON,MAHARASHTRA,425001,ACTIVE,ACTIVE,Operative,10/01/2029,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400859,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1441,CANONICAL,0,,,,14,66.67
HM-01909,M/S. ASSURITY HALLMARKING CENTRE LLP,WRO/RAHC/R-400860,,"1ST FLOOR, ''PENT GONE AVENUE'' OPPOSITELIMBADIS UTARA, JAWAHAR ROAD., SURENDRANAGAR, SURENDRANAGAR, GUJARAT ,363001",SURENDRANAGAR,SURENDRANAGAR,GUJARAT,363001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 15/11/2022,,2022-11-15,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400860,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:581,CANONICAL,0,,,,16,76.19
HM-01910,SHREE HALLMARKING CENTER,WRO/RAHC/R-400864,,"2ND FLOOR,SIDDHANATH TOWER,NEAR HANAMANTH BAZAR,MAYANI ROAD VITA, SANGLI, VITE, MAHARASHTRA ,415311",VITE,SANGLI,MAHARASHTRA,415311,CANCELLED,CANCELLED,CANCELLED,Cancelled on 12/06/2026,,2026-06-12,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400864,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:582,CANONICAL,0,,,,16,76.19
HM-01911,M/S. QUALITY ASSAY & HALLMARK CENTRE P.L,WRO/RAHC/R-400865,,"UNIT NO.1, E-118, 1ST FLOOR,FLOORA DECK PLAZA, CENTRAL MIDC, ANDHERI(EAST), MUMBAI CITY, ANDHERI EAST, MAHARASHTRA ,400093",ANDHERI EAST,MUMBAI CITY,MAHARASHTRA,400093,CANCELLED,CANCELLED,CANCELLED,Cancelled on 07/12/2021,,2021-12-07,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400865,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:583,CANONICAL,0,,,,16,76.19
HM-01912,Sanskar Hallmarking Centre,WRO/RAHC/R-400866,,"Tika No.7/1, Survey No.187,1st & 2nd Floor,Kapad Bazar, Tower Road,Opp. Kapol Mahajan Wadi., AMRELI DISTRICT, AMRELI, GUJARAT ,365601",AMRELI,AMRELI DISTRICT,GUJARAT,365601,ACTIVE,ACTIVE,Operative,14/03/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400866,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1442,CANONICAL,0,,,,14,66.67
HM-01913,SHREE GIRIRAJ HALLMARKING CENTRE,WRO/RAHC/R-400867,,"SHOP NO 4, SHIV SHOPPING MOL,DERA STREET NANI BAZAR, GONDAL, Rajkot, Gujarat, RAJKOT, GONDAL, GUJARAT ,360311",GONDAL,RAJKOT,GUJARAT,360311,ACTIVE,ACTIVE,Operative,20/03/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400867,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1443,CANONICAL,0,,,,14,66.67
HM-01914,M/S. TULSI HALLMARKING CENTRE,WRO/RAHC/R-400868,,"H. NO.3-6-16, 1ST FLOOR, CTS NO.5939,KASARI BAZAR, AURANGABAD., AURANGABAD, , MAHARASHTRA ,431001",AURANGABAD,AURANGABAD,MAHARASHTRA,431001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 18/10/2021,,2021-10-18,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400868,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:584,CANONICAL,0,,,,16,76.19
HM-01915,SHREEJI HALLMARKING CENTRE,WRO/RAHC/R-400870,,"""SWAMI SHREEJI"", GROUND AND TWO FLOOR ABOVE, NEAR NANA AMBAJI TEMPLE STREET,HIGH COURT ROAD, BHAVNAGAR, BHAVNAGAR, BHAVNAGAR, GUJARAT ,364001",BHAVNAGAR,BHAVNAGAR,GUJARAT,364001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/07/2025,,2025-07-03,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400870,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:585,CANONICAL,0,,,,16,76.19
HM-01916,SHRIRAM ASSAYING AND HALLMARKING CENTRE,WRO/RAHC/R-400872,,"Flat no 13,1st floor,Savitri plaza,Bhende galliCS No.156-157,Gujari,C ward,Karveer,Kolhapur, KOLHAPUR, KOLHAPUR, MAHARASHTRA ,416012",KOLHAPUR,KOLHAPUR,MAHARASHTRA,416012,ACTIVE,ACTIVE,Operative,27/04/2029,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400872,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1444,CANONICAL,0,,,,14,66.67
HM-01917,SHRI SADGURU HALLMARKING CENTER,WRO/RAHC/R-400873,,"SHOP NO.28, SURMALHAR CHS, PLOT NO.43, SECTOR 36,K, RAIGAD, JCI KAMOTHE, MAHARASHTRA ,410209",JCI KAMOTHE,RAIGAD,MAHARASHTRA,410209,ACTIVE,ACTIVE,Operative,15/05/2026,,,,,"Gold,Yellow Gold Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400873,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1445,CANONICAL,0,,,,14,66.67
HM-01918,R J HALLMARKING CENTRE,WRO/RAHC/R-400878,,"Office No.5, 1st Floor,Ajanta Co-OperativePremises Society Ltd,Tilak Road, Santacruz (west), MUMBAI CITY, SANTACRUZ(WEST), MAHARASHTRA ,400054",SANTACRUZ(WEST),MUMBAI CITY,MAHARASHTRA,400054,ACTIVE,ACTIVE,Operative,10/07/2029,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400878,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1446,CANONICAL,0,,,,14,66.67
HM-01919,SHREEJI HALLMARKING CENTRE,WRO/RAHC/R-400879,,"1216, GF, VASUPUJYA COMPLEX RUPA SURCHANDNI POLE,MG HAVELI ROAD, AHMEDABAD, MANEK CHOWK, GUJARAT ,380001",MANEK CHOWK,AHMEDABAD,GUJARAT,380001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/07/2025,,2025-07-03,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400879,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:586,CANONICAL,0,,,,16,76.19
HM-01920,M/S MIDAAS HALLMARKING CENTRE,WRO/RAHC/R-400881,,"732/A, 1ST FLOOR, ANJALI COMPLEX,JOSHI AALI, ZAVERI BAZAAR, PANVEL., RAIGAD, PANVEL, MAHARASHTRA ,410206",PANVEL,RAIGAD,MAHARASHTRA,410206,CANCELLED,CANCELLED,CANCELLED,Cancelled on 03/02/2021,,2021-02-03,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400881,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:587,CANONICAL,0,,,,16,76.19
HM-01921,SWARNBHUSHAN HALLMARKS,WRO/RAHC/R-400882,,"UNIT NO. 418, PLOT NO. 2, 4TH FLOOR, KEWAL INDUSTRIAL ESTATESENAPATI BAPAT MARG, LOWER PAREL,, MUMBAI CITY, DELISLE ROAD, MAHARASHTRA ,81599",DELISLE ROAD,MUMBAI CITY,MAHARASHTRA,,CANCELLED,CANCELLED,CANCELLED,Cancelled on 06/12/2023,,2023-12-06,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400882,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:588,CANONICAL,0,,,,15,71.43
HM-01922,VELLOCITY ASSAYING AND HALLMARK CENTRE,WRO/RAHC/R-400883,,"4TH FLOOR,, FLAT NO.12,, BHAVNA BLDGGAUSHALA LANE,RAMLILA MAIDAN,, MALAD-EAST, Mumbai, MUMBAI SUBURBAN, MUMBAI SUBURBAN, MAHARASHTRA ,400097",MUMBAI SUBURBAN,MUMBAI SUBURBAN,MAHARASHTRA,400097,ACTIVE,ACTIVE,Operative,31/07/2029,,,,,"Yellow Gold,White Gold Nickel based,White Gold Palladium based,Silver Hallmarking",,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400883,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1447,CANONICAL,0,,,,14,66.67
HM-01923,SURYA HALLMARKINGS,WRO/RAHC/R-400884,,"UNIT NO 412, 4TH FLOOR, BUSSA UDYOG BHAVAN,T.J ROAD, WARD NO- F SOUTH, SEWREEE WEST,MUMBAI., MUMBAI CITY, SEWRI, MAHARASHTRA ,400015",SEWRI,MUMBAI CITY,MAHARASHTRA,400015,OTHER,OTHER-DEFERRED,Deferred,07/08/2026,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400884,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1448,CANONICAL,0,,,,14,66.67
HM-01924,LAXMI ASSAYING AND HALLMARKING CENTRE,WRO/RAHC/R-400885,,"241, GUSA PAREKH'S POLE, MADAN GOPAL HAVELI ROAD,MANEK CHOWK,, AHMEDABAD, AHMEDABAD G.P.O., GUJARAT ,380001",AHMEDABAD G.P.O,AHMEDABAD,GUJARAT,380001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 04/08/2026,,2026-08-04,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400885,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:589,CANONICAL,0,,,,16,76.19
HM-01925,NILKANTH GOLD TESTING AND HALLMARKING CENTRE,WRO/RAHC/R-400886,,"1ST FLOOR & 2ND FLOOR, JAY MAHAL BUILDING,KARODIYA POLE, GHADIYALI POLE, M.G. ROAD, MANDVI, VADODARA, MANDVI (VADODARA), GUJARAT ,390001",MANDVI (VADODARA),VADODARA,GUJARAT,390001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 14/08/2026,,2026-08-14,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400886,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:590,CANONICAL,0,,,,16,76.19
HM-01926,AKANSHA HALLMARK CENTRE PVT LTD,WRO/RAHC/R-400887,,"FLAT NO.40,2ND FLOOR,AMBIKA DARSHAN CO.OP.PRES.SOCMG RD,ABOVE BHARTI JEWELLERS RAJAWADI,GHATKOPAR(E), MUMBAI CITY, RAJAWADI, MAHARASHTRA ,400077",RAJAWADI,MUMBAI CITY,MAHARASHTRA,400077,CANCELLED,CANCELLED,CANCELLED,Cancelled on 09/05/2025,,2025-05-09,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400887,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:591,CANONICAL,0,,,,16,76.19
HM-01927,NITYANAND HALLMARKING CENTRE,WRO/RAHC/R-400888,,"SHOP NO.11, RAM KUNJ, GROUND FLOOR, R.K. VAIDYA ROAD,DADAR(WEST),, MUMBAI CITY, , MAHARASHTRA ,400028",MUMBAI CITY,DADAR(WEST),MAHARASHTRA,400028,CANCELLED,CANCELLED,CANCELLED,Cancelled on 19/12/2023,,2023-12-19,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400888,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:592,CANONICAL,0,,,,16,76.19
HM-01928,KALYAN HALLMARK CENTRE,WRO/RAHC/R-400889,,"OFFICE NO 39,40,41 1ST FLOOR , MAHAVIR SHOPPING COMAHAVIR SHOPPING COMPLEX, THANE, KALYAN CITY, MAHARASHTRA ,421301",KALYAN CITY,THANE,MAHARASHTRA,421301,CANCELLED,CANCELLED,CANCELLED,Cancelled on 30/07/2025,,2025-07-30,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400889,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:593,CANONICAL,0,,,,16,76.19
HM-01929,G N HALLMARKING CENTRE,WRO/RAHC/R-400890,,"746/B,1st & 2 nd floor,Raviwar Peth, Pune, PUNE, RAVIWAR PETH, MAHARASHTRA ,411002",RAVIWAR PETH,PUNE,MAHARASHTRA,411002,ACTIVE,ACTIVE,Operative,18/09/2026,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400890,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1449,CANONICAL,0,,,,14,66.67
HM-01930,N J B HALLMARKING CENTRE,WRO/RAHC/R-400891,,"SHOP NO.1, SHANTI SADAN BUILDING, MARVE ROAD CORNER, MALAD(WEST), MUMBAI CITY, , MAHARASHTRA ,400064",MUMBAI CITY,MALAD(WEST),MAHARASHTRA,400064,CANCELLED,CANCELLED,CANCELLED,Cancelled on 09/10/2021,,2021-10-09,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400891,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:594,CANONICAL,0,,,,16,76.19
HM-01931,MAHARAJA HALLMARK CENTRE,WRO/RAHC/R-400892,,"ADITI APARTMENT,F-2/A/5,3 RD FLOOR,PLOT NO.12,SECTOR-9,VASHI,NAVI MUMBAI-400703, THANE, VASHI (THANE), MAHARASHTRA ,400703",VASHI (THANE),THANE,MAHARASHTRA,400703,ACTIVE,ACTIVE,Operative,20/09/2026,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400892,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1450,CANONICAL,0,,,,14,66.67
HM-01932,Mahalakshmi Hallmarkings,WRO/RAHC/R-400893,,"CTS NO.450, ASHA APARTMENT, 1ST FLOOR, BAGADE ROADRAVIWAR PETH,PUNE, PUNE, RAVIWAR PETH, MAHARASHTRA ,411002",RAVIWAR PETH,PUNE,MAHARASHTRA,411002,ACTIVE,ACTIVE,Operative,20/09/2026,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400893,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1451,CANONICAL,0,,,,14,66.67
HM-01933,JAY SHREE RAM HALLMARKING CENTRE,WRO/RAHC/R-400894,,"GROUND & FIRST FLOOR, SANTH BAZAR, NR. POLICE CHOWKI,OPP. KAVI KHANCHA, WA9, H 1719, NADIAD,, KHEDA, NADIAD, GUJARAT ,378001",NADIAD,KHEDA,GUJARAT,378001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 28/12/2023,,2023-12-28,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400894,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:595,CANONICAL,0,,,,16,76.19
HM-01934,OM ASSAYING AND HALLMARKING CENTER,WRO/RAHC/R-400895,,"163, GHANCHI NI POLE,NEAR GHANCHI POLE, M G HAVELI ROAD,MANEKCHOWK, AHMEDABAD, MANEK CHOWK, GUJARAT ,380001",MANEK CHOWK,AHMEDABAD,GUJARAT,380001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 25/08/2026,,2026-08-25,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400895,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:596,CANONICAL,0,,,,16,76.19
HM-01935,NITYANAND ASSAYING AND HALLMARKING CENTER,WRO/RAHC/R-400896,,"4th, Office No.118/120, Ashok House,Shaikh Memon Street, Zaveri Bazar, Kalbadevi,MUMBI, MUMBAI CITY, KALBADEVI, MAHARASHTRA ,400002",KALBADEVI,MUMBAI CITY,MAHARASHTRA,400002,ACTIVE,ACTIVE,Operative,02/10/2026,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400896,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1452,CANONICAL,0,,,,14,66.67
HM-01936,NITYANAND ASSAYING AND HALLMARKING CENTER,WRO/RAHC/R-400896(O1),,"4th, Office No.118/120, Ashok House,Shaikh Memon Street, Zaveri Bazar, Kalbadevi,MUMBI, MUMBAI CITY, KALBADEVI, MAHARASHTRA ,400002",KALBADEVI,MUMBAI CITY,MAHARASHTRA,400002,ACTIVE,ACTIVE,Operative,02/10/2026,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400896-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1453,CANONICAL,0,,,,14,66.67
HM-01937,NILKANTH HALLMARK CENTRE,WRO/RAHC/R-400897,,"85/2 /85/1 SHETH'S POLE, RATAN POLE,KALUPUR, AHMEDABAD, AHMEDABAD, KALUPUR CHAKLA, GUJARAT ,380001",KALUPUR CHAKLA,AHMEDABAD,GUJARAT,380001,CANCELLED,CANCELLED,CANCELLED,Cancelled on 18/02/2026,,2026-02-18,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400897,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:597,CANONICAL,0,,,,16,76.19
HM-01938,OMKAR HALLMARKING CENTRE,WRO/RAHC/R-400899,,"479 GIRIRAJ SADAN,3RD FLOORPUNE-411002, PUNE, RAVIWAR PETH, MAHARASHTRA ,411002",RAVIWAR PETH,PUNE,MAHARASHTRA,411002,ACTIVE,ACTIVE,Operative,04/12/2026,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400899,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1454,CANONICAL,0,,,,14,66.67
HM-01939,Sonai Hallmark Center,WRO/RAHC/R-400900,,"Ganpati Peth,664,Sanchit Hight,Pethbhag,Sangli, SANGLI, GANPATI PETH SANGLI, MAHARASHTRA ,416416",GANPATI PETH SANGLI,SANGLI,MAHARASHTRA,416416,ACTIVE,ACTIVE,Operative,18/12/2026,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400900,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1455,CANONICAL,0,,,,14,66.67
HM-01940,NAVKKAR HALLMARKINGS,WRO/RAHC/R-400902,,"Floor No-10TH 2ND FLOOR PLOT-55/57 MIRZA STREETZAVERI BAZAR, MUMBAI, MAHARASHTRA - 400003, MUMBAI CITY, SEWRI, MAHARASHTRA ,400003",SEWRI,MUMBAI CITY,MAHARASHTRA,400003,ACTIVE,ACTIVE,Operative,25/12/2026,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400902,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1456,CANONICAL,0,,,,14,66.67
HM-01941,SARITA TOUCH AND HALLMARKING CENTRE,WRO/RAHC/R-400903,,"C8-3RD FLOOR SAHYOG NAGAR CHS LTD JOSHI ALI, RAIGAD, PANVEL, MAHARASHTRA ,410206",PANVEL,RAIGAD,MAHARASHTRA,410206,ACTIVE,ACTIVE,Operative,05/02/2027,,,,,Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400903,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1457,CANONICAL,0,,,,14,66.67
HM-01942,M/S DHANLAXMI ASSAYING & HALLMARK CENTRE,WRO/RAHC/R-400904,,"90C, MAHADEV GALLI, GUJARI, KOLHAPUR, KOLHAPUR, MAHARASHTRA ,416002",KOLHAPUR,KOLHAPUR,MAHARASHTRA,416002,CANCELLED,CANCELLED,CANCELLED,Cancelled on 02/11/2021,,2021-11-02,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400904,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:598,CANONICAL,0,,,,16,76.19
HM-01943,PRINCE HALLMARKING & REFINERY PVT LTD,WRO/RAHC/R-400907,,"BHAKTI NIWAS , GROUND FLOOR, DERA SERI ,SONI BAZARRAJKOT-360001, GUJARAT., RAJKOT, RAJKOT, GUJARAT ,360001",RAJKOT,RAJKOT,GUJARAT,360001,ACTIVE,ACTIVE,Operative,14/02/2027,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400907,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1458,CANONICAL,0,,,,14,66.67
HM-01944,PRINCE HALLMARKING & REFINERY PVT LTD,WRO/RAHC/R-400907(O1),,"BHAKTI NIWAS , GROUND FLOOR, DERA SERI ,SONI BAZARRAJKOT-360001, GUJARAT., RAJKOT, RAJKOT, GUJARAT ,360001",RAJKOT,RAJKOT,GUJARAT,360001,ACTIVE,ACTIVE,Operative,14/02/2027,,,,,Gold & Silver Both Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400907-O1-,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1459,CANONICAL,0,,,,14,66.67
HM-01945,SHREE TRIMURTI HALLMARK CENTRE,WRO/RAHC/R-400908,,"12/578 TRIMURTI NIWAS GROUNG FLOOR,SATPUTE LANE12/578 TRIMURTI NIWAS GROUNG FLOOR,SATPUTE LANE, KOLHAPUR, ICHALKARANJI, MAHARASHTRA ,416115",ICHALKARANJI,KOLHAPUR,MAHARASHTRA,416115,ACTIVE,ACTIVE,Operative,14/02/2027,,,,,Yellow Gold Hallmarking,,https://www.manakonline.in/MANAK/AHCListForWebsite,,AHC-WRO-RAHC-R-400908,1,F038,bis_topic17_hallmarking_centres.csv,,F038:-:1460,CANONICAL,0,,,,14,66.67
HM-01946,SHANTI HALLMARKING CENTRE,WRO/RAHC/R-400909,,"SHOP NO 2, ABOVE G BHAGAT TARACHABDKALBADEVI, MUMBAI CITY, KALBADEVI, MAHARASHTRA ,400002",KALBADEVI,MUMBAI CITY,MAHARASHTRA,400002,CANCELLED,CANCELLED,CANCELLED,Cancelled on 26/11/2024,,2024-11-26,WRO,AHC,,,https://huid.manakonline.in/MANAK/AHCSuspendCancelledAppsForWebsite,,AHC-WRO-RAHC-R-400909,1,F039,bis_topic17_hallmarking_centres_cancelled_suspended.csv,,F039:-:599,CANONICAL,0,,,,16,76.19
