relationship_id,is_id,canonical_is_number,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_PRO-0000384,STD-00812,IS 17636,PROD-00055,Bunk Beds,COVERS,related_product_text,related_product_text,Bunk Beds,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,1.00,
REL-IS_PRO-0000385,STD-00982,IS 2347,PROD-00083,Domestic Pressure Cooker,COVERS,related_product_text,related_product_text,Domestic Pressure Cooker,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,1.00,
REL-IS_PRO-0000386,STD-00194,IS 12330,PROD-00277,Sulphate Resisting Portland Cement,COVERS,related_product_text,related_product_text,Sulphate Resisting Portland Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,9,1.00,
REL-IS_PRO-0000387,STD-00214,IS 12600,PROD-00123,Low Heat Portland Cement,COVERS,related_product_text,related_product_text,Low Heat Portland Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,10,1.00,
REL-IS_PRO-0000388,STD-00444,IS 1489 (Part 1),PROD-00155,Portland Pozzolana Cement — Fly Ash Based,COVERS,related_product_text,related_product_text,Portland Pozzolana Cement — Fly Ash Based,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,11,1.00,
REL-IS_PRO-0000389,STD-00445,IS 1489 (Part 2),PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,COVERS,related_product_text,related_product_text,Portland Pozzolana Cement — Calcined Clay Based,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,12,1.00,
REL-IS_PRO-0000390,STD-01041,IS 269,PROD-00131,Ordinary Portland Cement,COVERS,related_product_text,related_product_text,Ordinary Portland Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,13,1.00,
REL-IS_PRO-0000391,STD-01273,IS 455,PROD-00158,Portland Slag Cement,COVERS,related_product_text,related_product_text,Portland Slag Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,14,1.00,
REL-IS_PRO-0000392,STD-01569,IS 8041,PROD-00168,Rapid Hardening Portland Cement,COVERS,related_product_text,related_product_text,Rapid Hardening Portland Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,15,1.00,
REL-IS_PRO-0000393,STD-01570,IS 8042,PROD-00305,White Portland Cement,COVERS,related_product_text,related_product_text,White Portland Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,16,1.00,
REL-IS_PRO-0000394,STD-01571,IS 8043,PROD-00111,Hydrophobic Portland Cement,COVERS,related_product_text,related_product_text,Hydrophobic Portland Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,17,1.00,
REL-IS_PRO-0000395,STD-00656,IS 16415,PROD-00066,Composite Cement,COVERS,related_product_text,related_product_text,Composite Cement,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,18,1.00,
REL-IS_PRO-0000396,STD-01730,IS 9873 (Part 1),PROD-00223,Safety of Toys — Mechanical & Physical,COVERS,related_product_text,related_product_text,Safety of Toys — Mechanical & Physical,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,19,1.00,
REL-IS_PRO-0000397,STD-01731,IS 9873 (Part 2),PROD-00222,Safety of Toys — Flammability,COVERS,related_product_text,related_product_text,Safety of Toys — Flammability,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,20,1.00,
REL-IS_PRO-0000398,STD-01732,IS 9873 (Part 3),PROD-00224,Safety of Toys — Migration of Certain Elements,COVERS,related_product_text,related_product_text,Safety of Toys — Migration of Certain Elements,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,21,1.00,
REL-IS_PRO-0000399,STD-01733,IS 9873 (Part 4),PROD-00278,Swings,COVERS,related_product_text,related_product_text,Swings,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,22,1.00,
REL-IS_PRO-0000400,STD-01733,IS 9873 (Part 4),PROD-00239,Slides and Similar Activity Toys,COVERS,related_product_text,related_product_text,Slides and Similar Activity Toys,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,22,1.00,
REL-IS_PRO-0000401,STD-00530,IS 15644,PROD-00203,Safety of Electric Toys,COVERS,related_product_text,related_product_text,Safety of Electric Toys,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,23,1.00,
REL-IS_PRO-0000402,STD-01069,IS 2835,PROD-00102,Flat Transparent Sheet Glass,COVERS,related_product_text,related_product_text,Flat Transparent Sheet Glass,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,24,1.00,
REL-IS_PRO-0000403,STD-01015,IS 2553 (Part 1),PROD-00199,Safety Glass — Architectural,COVERS,related_product_text,related_product_text,Safety Glass — Architectural,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,25,1.00,
REL-IS_PRO-0000404,STD-01015,IS 2553 (Part 1),PROD-00054,Building and General Uses,COVERS,related_product_text,related_product_text,Building and General Uses,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,25,1.00,
REL-IS_PRO-0000405,STD-01016,IS 2553 (Part 2),PROD-00193,Safety Glass (For Road Transport),COVERS,related_product_text,related_product_text,Safety Glass for Road Transport,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,26,1.00,
REL-IS_PRO-0000406,STD-01707,IS 9573 (Part 1),PROD-00183,Rubber Hose for LPG — Industrial Application,COVERS,related_product_text,related_product_text,Rubber Hose for LPG — Industrial Application,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,27,1.00,
REL-IS_PRO-0000407,STD-01708,IS 9573 (Part 2),PROD-00180,Rubber Hose for LPG — Domestic & Commercial Application,COVERS,related_product_text,related_product_text,Rubber Hose for LPG — Domestic & Commercial Application,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,28,1.00,
REL-IS_PRO-0000408,STD-00497,IS 15392,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,COVERS,related_product_text,related_product_text,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,29,1.00,
REL-IS_PRO-0000409,STD-00836,IS 17875,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,COVERS,related_product_text,related_product_text,Stainless Steel Seamless Pipes and Tubes for General Service,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,30,1.00,
REL-IS_PRO-0000410,STD-00837,IS 17876,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,COVERS,related_product_text,related_product_text,Stainless Steel Welded Pipes and Tubes for General Service,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,31,1.00,
REL-IS_PRO-0000411,STD-00947,IS 2083,PROD-00097,Flashlight,COVERS,related_product_text,related_product_text,Flashlight,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,32,1.00,
REL-IS_PRO-0000412,STD-01090,IS 302 (Part 1),PROD-00110,Household and Similar Electrical Appliances — General Requirements,COVERS,related_product_text,related_product_text,Household and Similar Electrical Appliances — General Requirements,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,33,1.00,
REL-IS_PRO-0000413,STD-00558,IS 15844 (Part 1),PROD-00258,Sports Footwear — General Purpose,COVERS,related_product_text,related_product_text,Sports Footwear — General Purpose,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,34,1.00,
REL-IS_PRO-0000414,STD-00559,IS 15844 (Part 2),PROD-00259,Sports Footwear — Performance Sports Footwear,COVERS,related_product_text,related_product_text,Sports Footwear — Performance Sports Footwear,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,35,1.00,
REL-IS_PRO-0000415,STD-00560,IS 15844 (Part 3),PROD-00260,Sports Footwear — Professional Sports Footwear,COVERS,related_product_text,related_product_text,Sports Footwear — Professional Sports Footwear,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,36,1.00,
REL-IS_PRO-0000416,STD-00718,IS 17012,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,COVERS,related_product_text,related_product_text,High Ankle Tactical Boots with PU-Rubber Sole,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,37,1.00,
REL-IS_PRO-0000417,STD-00722,IS 17037,PROD-00047,Anti Riot Shoes,COVERS,related_product_text,related_product_text,Anti-Riot Shoes,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,38,1.00,
REL-IS_PRO-0000418,STD-00725,IS 17043 (Part 1),PROD-00236,Shoes for Services,COVERS,related_product_text,related_product_text,Shoes for Services,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,39,1.00,
REL-IS_PRO-0000419,STD-00726,IS 17043 (Part 2),PROD-00235,Shoes for General Purpose,COVERS,related_product_text,related_product_text,Shoes for General Purpose,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,40,1.00,
REL-IS_PRO-0000420,STD-00481,IS 15298 (Part 2),PROD-00141,Personal Protective Equipment — Safety Footwear,COVERS,related_product_text,related_product_text,Personal Protective Equipment — Safety Footwear,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,41,1.00,
REL-IS_PRO-0000421,STD-01750,IS/IEC 60947 (Part 2),PROD-00065,Circuit Breakers,COVERS,related_product_text,related_product_text,Circuit Breakers,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,42,1.00,
REL-IS_PRO-0000422,STD-01751,IS/IEC 60947 (Part 3),PROD-00281,Switches,COVERS,related_product_text,related_product_text,Switches,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,43,1.00,
REL-IS_PRO-0000423,STD-01751,IS/IEC 60947 (Part 3),PROD-00082,Disconnectors,COVERS,related_product_text,related_product_text,Disconnectors,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,43,1.00,
REL-IS_PRO-0000424,STD-01751,IS/IEC 60947 (Part 3),PROD-00280,Switch-Disconnectors and Fuse-Combination Units,COVERS,related_product_text,related_product_text,Switch-Disconnectors and Fuse-Combination Units,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,43,1.00,
REL-IS_PRO-0000425,STD-01752,IS/IEC 60947 (Part 4),PROD-00070,Contactors and Motor Starters,COVERS,related_product_text,related_product_text,Contactors and Motor Starters,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,44,1.00,
REL-IS_PRO-0000426,STD-01753,IS/IEC 60947 (Part 5),PROD-00088,Electromechanical Control Circuit Devices,COVERS,related_product_text,related_product_text,Electromechanical Control Circuit Devices,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,45,1.00,
REL-IS_PRO-0000427,STD-01753,IS/IEC 60947 (Part 5),PROD-00086,Electrical Emergency Stop Devices,COVERS,related_product_text,related_product_text,Electrical Emergency Stop Devices,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,46,1.00,
