relationship_id,is_id,canonical_is_number,scheme_id,scheme_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_SCH-0000314,STD-00809,IS 17633,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,4,1.00,
REL-IS_SCH-0000315,STD-00810,IS 17634,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,5,1.00,
REL-IS_SCH-0000316,STD-00811,IS 17635,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,6,1.00,
REL-IS_SCH-0000317,STD-00812,IS 17636,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,7,1.00,
REL-IS_SCH-0000318,STD-00982,IS 2347,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,8,1.00,
REL-IS_SCH-0000319,STD-00194,IS 12330,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,9,1.00,
REL-IS_SCH-0000320,STD-00214,IS 12600,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,10,1.00,
REL-IS_SCH-0000321,STD-00443,IS 1489,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,11,1.00,
REL-IS_SCH-0000322,STD-01041,IS 269,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,12,1.00,
REL-IS_SCH-0000323,STD-01273,IS 455,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,13,1.00,
REL-IS_SCH-0000324,STD-01569,IS 8041,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,14,1.00,
REL-IS_SCH-0000325,STD-01570,IS 8042,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,15,1.00,
REL-IS_SCH-0000326,STD-01571,IS 8043,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,16,1.00,
REL-IS_SCH-0000327,STD-00656,IS 16415,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,17,1.00,
REL-IS_SCH-0000328,STD-01729,IS 9873,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,18,1.00,
REL-IS_SCH-0000329,STD-00530,IS 15644,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,19,1.00,
REL-IS_SCH-0000330,STD-01069,IS 2835,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,20,1.00,
REL-IS_SCH-0000331,STD-01014,IS 2553,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,21,1.00,
REL-IS_SCH-0000332,STD-01706,IS 9573,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,22,1.00,
REL-IS_SCH-0000333,STD-00497,IS 15392,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,23,1.00,
REL-IS_SCH-0000334,STD-00836,IS 17875,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,24,1.00,
REL-IS_SCH-0000335,STD-00837,IS 17876,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,25,1.00,
REL-IS_SCH-0000336,STD-00947,IS 2083,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,26,1.00,
REL-IS_SCH-0000337,STD-01090,IS 302 (Part 1),SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,27,1.00,
REL-IS_SCH-0000338,STD-00557,IS 15844,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,28,1.00,
REL-IS_SCH-0000339,STD-00718,IS 17012,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,29,1.00,
REL-IS_SCH-0000340,STD-00722,IS 17037,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,30,1.00,
REL-IS_SCH-0000341,STD-00724,IS 17043,SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,31,1.00,
REL-IS_SCH-0000342,STD-00481,IS 15298 (Part 2),SCH-00017,Scheme-II,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-II,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,32,1.00,
REL-IS_SCH-0000343,STD-01750,IS/IEC 60947 (Part 2),SCH-00022,Scheme-X/applicable EEQCO product-specific process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / applicable EEQCO product-specific process,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,33,1.00,
REL-IS_SCH-0000344,STD-01751,IS/IEC 60947 (Part 3),SCH-00022,Scheme-X/applicable EEQCO product-specific process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / applicable EEQCO product-specific process,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,34,1.00,
REL-IS_SCH-0000345,STD-01752,IS/IEC 60947 (Part 4),SCH-00022,Scheme-X/applicable EEQCO product-specific process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / applicable EEQCO product-specific process,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,35,1.00,
REL-IS_SCH-0000346,STD-01753,IS/IEC 60947 (Part 5),SCH-00022,Scheme-X/applicable EEQCO product-specific process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / applicable EEQCO product-specific process,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,36,1.00,
REL-IS_SCH-0000347,STD-01753,IS/IEC 60947 (Part 5),SCH-00022,Scheme-X/applicable EEQCO product-specific process,CERTIFIABLE_UNDER,related_scheme_text,related_scheme_text,Scheme-X / applicable EEQCO product-specific process,,F031,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,37,1.00,
